metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion_asamblea,personal_fecha_eleccion_designacion,metadata_numero_registro,metadata_tipo_declaracion,seccion,actividad_cargo,actividad_descripcion,actividad_fecha,actividad_index,actividad_notas,actividad_remuneracion,actividad_tipo,firma_fecha_firma,firma_nombre,metadata_archivo_origen,metadata_numero_libro,metadata_tipo_documento,observaciones_extraccion,otros_intereses_texto,seccion_i_descripcion,seccion_ii_descripcion,seccion_iii_descripcion,seccion_iv_descripcion
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,XV LEGISLATURA,actividades_previas,,"Académico correspondiente de la Real Academia de Jurisprudencia y Legislación, sin retribución.",19.12.2023,9.0,,,Actividades privadas autorizadas,,,deputy_000007_interests_registro_intereses_diputado_7.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La sección de donaciones y contribuciones a fundaciones no contiene información."", ""La sección de otros intereses u observaciones no contiene información."", ""La firma y fecha no están presentes en el documento."", ""Algunas secciones del documento pueden estar incompletas debido a la calidad del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,XV LEGISLATURA,actividades_previas,,Docencia en centros privados.,19.12.2023,10.0,,,Actividades privadas autorizadas,,,deputy_000007_interests_registro_intereses_diputado_7.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La sección de donaciones y contribuciones a fundaciones no contiene información."", ""La sección de otros intereses u observaciones no contiene información."", ""La firma y fecha no están presentes en el documento."", ""Algunas secciones del documento pueden estar incompletas debido a la calidad del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,8,XV LEGISLATURA,actividades_previas,,"Concejal del Ayuntamiento de Marbella (Málaga), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",19.12.2023,0.0,,,Cargos públicos,,,deputy_000008_interests_registro_intereses_diputado_8.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del acuerdo plenario definitivo aparece repetidamente en varias secciones."", ""Algunas secciones están vacías o no tienen información relevante.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,8,XV LEGISLATURA,actividades_previas,,"Miembro de la Ejecutiva de la Agrupación del Partido Socialista de Marbella (Málaga), sin remuneración.",19.12.2023,1.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000008_interests_registro_intereses_diputado_8.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del acuerdo plenario definitivo aparece repetidamente en varias secciones."", ""Algunas secciones están vacías o no tienen información relevante.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,8,XV LEGISLATURA,actividades_previas,,"Actividad relacionada con el ejercicio como arquitecta, dada de baja el 31 de julio de 2023 y obtener rentas desde antes del 23 de julio de 2023.",19.12.2023,2.0,,,Actividades privadas autorizadas,,,deputy_000008_interests_registro_intereses_diputado_8.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del acuerdo plenario definitivo aparece repetidamente en varias secciones."", ""Algunas secciones están vacías o no tienen información relevante.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,8,XV LEGISLATURA,actividades_previas,,"Declaración de Actividades, de 1 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,3.0,,,Otras Actividades,,,deputy_000008_interests_registro_intereses_diputado_8.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del acuerdo plenario definitivo aparece repetidamente en varias secciones."", ""Algunas secciones están vacías o no tienen información relevante.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,"Agente de la Hacienda Pública (2001-2004). Cuerpo Técnico de Hacienda (2004-2008). Cuerpo Superior de Inspectores de Hacienda del Estado, desde 2008 hasta la actualidad, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,0.0,,,Cargos públicos,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,,,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,(1) Prestaciones de derechos pasivos renunciadas. (2) Prestaciones consideradas compatibles.,,2.0,,,Prestaciones de derechos pasivos,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Actividades docentes extraordinarias,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,"Vicesecretario económico del Partido Popular, con retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,4.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,"Producción literaria, sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,5.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,actividades_previas,,"Participación en cursos, sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023. Participación en medios de comunicación, sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,6.0,,,Actividades privadas autorizadas,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,Nº Act 7,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000009_interests_registro_intereses_diputado_9.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha en el texto proporcionado.""]","La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
